Course Registration System - Summary Report
Generated At : 2026-09-23 18:41:57
App Version  : 2.1 (Multi-Student ID Supported)
Endianness   : Little-Endian
Encoding     : UTF-8 (fixed-length)
Files        : students.dat, courses.dat, enrollments.dat

=== รายวิชา (Courses) ===
------------------------------------------------------------------------------------------------------------------------
| ID     | Code       | Title                | Category     | Credits | Fee       | Status  | Full  | Instructor             |
------------------------------------------------------------------------------------------------------------------------
| 1001   | COM101     | Computer Programming | Core         | 3       | 800.00    | Active  | No    | รศ.ดร.วิชัย ปัญญาเลิศ  |
| 1002   | COM102     | Data Structures      | Core         | 3       | 1200.00   | Active  | No    | -                      |
| 1003   | COM103     | Algorithm Design     | Core         | 2       | 1000.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1004   | COM104     | Database Systems     | Core         | 3       | 500.00    | Active  | Yes   | อ.สมศักดิ์ วิชาการ     |
| 1005   | COM105     | Operating Systems    | Core         | 4       | 2000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1006   | COM106     | Computer Networks    | Core         | 3       | 1200.00   | Active  | No    | -                      |
| 1007   | COM107     | Software Engineering | Core         | 1       | 1500.00   | Deleted | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1008   | COM108     | Web Development      | Elective     | 4       | 1500.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1009   | COM109     | Mobile App Developme | Elective     | 3       | 1200.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1010   | COM110     | Machine Learning     | Elective     | 4       | 4500.00   | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1011   | COM111     | Data Engineering     | Elective     | 2       | 1000.00   | Active  | No    | รศ.ดร.วิชัย ปัญญาเลิศ  |
| 1012   | COM112     | Cloud Computing      | Elective     | 2       | 1500.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1013   | COM113     | Cyber Security       | Elective     | 4       | 500.00    | Active  | No    | อ.มาลี สอนดี           |
| 1014   | COM114     | Computer Graphics    | Elective     | 1       | 1000.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1015   | COM115     | Artificial Intellige | Elective     | 3       | 1200.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1016   | GEN116     | English Communicatio | GenEd        | 2       | 800.00    | Active  | Yes   | อ.มาลี สอนดี           |
| 1017   | GEN117     | Thai for Communicati | GenEd        | 3       | 1200.00   | Active  | No    | อ.สุดา เมตตา           |
| 1018   | GEN118     | Life and Social Skil | GenEd        | 3       | 500.00    | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1019   | GEN119     | Critical Thinking    | GenEd        | 2       | 1200.00   | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1020   | GEN120     | Environmental Scienc | GenEd        | 2       | 2000.00   | Deleted | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1021   | GEN121     | Business English     | GenEd        | 4       | 2000.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1022   | MTH122     | Calculus I           | Core         | 3       | 2000.00   | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1023   | MTH123     | Calculus II          | Core         | 3       | 1000.00   | Active  | No    | -                      |
| 1024   | MTH124     | Linear Algebra       | Core         | 3       | 800.00    | Active  | No    | -                      |
| 1025   | MTH125     | Discrete Mathematics | Core         | 1       | 1000.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1026   | MTH126     | Statistics for Engin | Core         | 1       | 1000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1027   | PHY127     | Physics I            | Core         | 1       | 2000.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1028   | PHY128     | Physics Laboratory   | Core         | 4       | 1000.00   | Active  | No    | อ.มาลี สอนดี           |
| 1029   | CHM129     | General Chemistry    | Core         | 3       | 800.00    | Deleted | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1030   | CHM130     | Chemistry Laboratory | Core         | 3       | 1500.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1031   | SPT131     | Table Tennis         | Sport        | 3       | 0.00      | Active  | No    | -                      |
| 1032   | SPT132     | Basketball           | Sport        | 3       | 0.00      | Active  | Yes   | อ.สุดา เมตตา           |
| 1033   | SPT133     | Swimming             | Sport        | 4       | 0.00      | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1034   | SPT134     | Badminton            | Sport        | 3       | 0.00      | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1035   | SPT135     | Football             | Sport        | 2       | 0.00      | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1036   | SPT136     | Volleyball           | Sport        | 3       | 0.00      | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1037   | ART137     | Music Appreciation   | Elective     | 2       | 1200.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1038   | ART138     | Digital Photography  | Elective     | 2       | 1500.00   | Deleted | No    | อ.สุดา เมตตา           |
| 1039   | ART139     | Design Thinking      | Elective     | 2       | 500.00    | Active  | No    | -                      |
| 1040   | ART140     | Creative Writing     | Elective     | 3       | 800.00    | Active  | No    | อ.สุดา เมตตา           |
| 1041   | BUS141     | Principles of Manage | Elective     | 2       | 1000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1042   | BUS142     | Marketing Basics     | Elective     | 4       | 500.00    | Active  | No    | -                      |
| 1043   | BUS143     | Accounting for Non-M | Elective     | 4       | 500.00    | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1044   | BUS144     | Entrepreneurship     | Elective     | 3       | 500.00    | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1045   | BUS145     | Project Management   | Elective     | 3       | 1000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1046   | ENG146     | Engineering Drawing  | Core         | 3       | 1000.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1047   | ENG147     | Materials Science    | Core         | 3       | 1500.00   | Active  | No    | รศ.ดร.วิชัย ปัญญาเลิศ  |
| 1048   | ENG148     | Thermodynamics       | Core         | 3       | 1500.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1049   | ENG149     | Circuit Analysis     | Core         | 3       | 500.00    | Deleted | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1050   | ENG150     | Digital Logic Design | Core         | 3       | 1200.00   | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1051   | LAW151     | Introduction to Law  | GenEd        | 1       | 1200.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1052   | LAW152     | Cyber Law and Ethics | GenEd        | 1       | 2000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1053   | PSY153     | General Psychology   | GenEd        | 3       | 800.00    | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1054   | PSY154     | Human Behavior       | GenEd        | 2       | 1000.00   | Active  | No    | อ.มาลี สอนดี           |
| 1055   | HIS155     | Thai History and Cul | GenEd        | 1       | 800.00    | Active  | No    | -                      |
------------------------------------------------------------------------------------------------------------------------

=== นักศึกษา (Students) ===
---------------------------------------------------------------------------
| YearID | Code            | Name                      | Major           | Status  |
| 35        | 2907533951807   | 1034      | 2026-09-01 13:05:00  | Active    |
| 36        | 2907533951807   | 1054      | 2026-09-01 13:12:00  | Active    |
| 37        | 2268483480639   | 1036      | 2026-09-01 13:19:00  | Active    |
| 38        | 2090481474485   | 1039      | 2026-09-01 13:26:00  | Active    |
| 39        | 8731786395582   | 1031      | 2026-09-01 13:33:00  | Active    |
| 40        | 3439890389482   | 1050      | 2026-09-01 13:40:00  | Cancelled |
| 41        | 7468429747940   | 1010      | 2026-09-01 13:47:00  | Active    |
| 42        | 2303469891936   | 1006      | 2026-09-01 13:54:00  | Active    |
| 43        | 8622358463191   | 1052      | 2026-09-01 14:01:00  | Active    |
| 44        | 2303469891936   | 1048      | 2026-09-01 14:08:00  | Active    |
| 45        | 8731786395582   | 1045      | 2026-09-01 14:15:00  | Active    |
| 46        | 8716786084060   | 1014      | 2026-09-01 14:22:00  | Active    |
| 47        | 2303469891936   | 1028      | 2026-09-01 14:29:00  | Active    |
| 48        | 3960691719584   | 1010      | 2026-09-01 14:36:00  | Active    |
| 49        | 1287016629446   | 1009      | 2026-09-01 14:43:00  | Active    |
| 50        | 8700696314932   | 1040      | 2026-09-01 14:50:00  | Cancelled |
| 51        | 7988460113336   | 1021      | 2026-09-01 14:57:00  | Active    |
| 52        | 4865418444503   | 1008      | 2026-09-01 15:04:00  | Active    |
| 53        | 4655145087122   | 1023      | 2026-09-01 15:11:00  | Active    |
| 54        | 8445869238865   | 1023      | 2026-09-01 15:18:00  | Active    |
| 55        | 3309630112311   | 1027      | 2026-09-01 15:25:00  | Active    |
| 56        | 8561755916317   | 1044      | 2026-09-01 15:32:00  | Active    |
| 57        | 8716786084060   | 1011      | 2026-09-01 15:39:00  | Active    |
| 58        | 1876634495450   | 1050      | 2026-09-01 15:46:00  | Active    |
| 59        | 2090481474485   | 1046      | 2026-09-01 15:53:00  | Active    |
| 60        | 2464699870360   | 1001      | 2026-09-01 16:00:00  | Cancelled |
| 61        | 6983375283213   | 1045      | 2026-09-01 16:07:00  | Active    |
| 62        | 4865418444503   | 1009      | 2026-09-01 16:14:00  | Active    |
| 63        | 7153747468743   | 1033      | 2026-09-01 16:21:00  | Active    |
| 64        | 1564790431616   | 1021      | 2026-09-01 16:28:00  | Active    |
| 65        | 9768397472299   | 1027      | 2026-09-01 16:35:00  | Active    |
| 66        | 7605307136431   | 1051      | 2026-09-01 16:42:00  | Active    |
| 67        | 6983375283213   | 1005      | 2026-09-01 16:49:00  | Active    |
| 68        | 2907533951807   | 1012      | 2026-09-01 16:56:00  | Active    |
| 69        | 1564790431616   | 1027      | 2026-09-01 17:03:00  | Active    |
| 70        | 4691070648042   | 1044      | 2026-09-01 17:10:00  | Cancelled |
| 71        | 8700696314932   | 1011      | 2026-09-01 17:17:00  | Active    |
| 72        | 2268483480639   | 1054      | 2026-09-01 17:24:00  | Active    |
| 73        | 5466107487670   | 1053      | 2026-09-01 17:31:00  | Active    |
| 74        | 9031078212228   | 1053      | 2026-09-01 17:38:00  | Active    |
| 75        | 2090481474485   | 1054      | 2026-09-01 17:45:00  | Active    |
| 76        | 3862152836291   | 1042      | 2026-09-01 17:52:00  | Active    |
| 77        | 2268483480639   | 1003      | 2026-09-01 17:59:00  | Active    |
| 78        | 3439890389482   | 1026      | 2026-09-01 18:06:00  | Active    |
| 79        | 8700696314932   | 1044      | 2026-09-01 18:13:00  | Active    |
| 80        | 2268483480639   | 1022      | 2026-09-01 18:20:00  | Cancelled |
---------------------------------------------------------------------------

Summary
- Courses  : Total=55, Active=50, Deleted=5
- Students : Total=60, Active=55, Deleted=5
- Enrolls  : Total=80, Active=72, Cancelled=8

Fee Statistics (THB, Active courses only)
- Min : 0.00
- Max : 4500.00
- Avg : 1042.00

Courses by Category (Active only)
- Core : 18
- Elective : 16
- GenEd : 10
- Sport : 6

ประวัติการทำงานล่าสุด (Recent Operation History)
- [2026-09-23 18:31:07] สร้างวิชาตั้งต้น (Preset Courses) อัตโนมัติตอนรันครั้งแรก
- [2026-09-23 18:32:06] สร้างรายงาน report.txt
- [2026-09-23 18:32:06] ปิดโปรแกรม (Exit)
- [2026-09-23 18:32:28] สร้างรายงาน report.txt
- [2026-09-23 18:32:28] ปิดโปรแกรม (Exit)
